"","X.2","X.1","X","Student","Gender","IPEDS.Ethnicity","Low.Income","First.Generation","Admit.Type","Evaluated.High.School.GPA","Highlander.Scholarship","Chancellor.s.Scholarship","Regents..Scholarship","Previous.School","College","Major","UCR.Entry.Action","Admitted.Honors.Cohort","Permanent.City","Permanent.State","Capstone.Project.Completion","County","Region"
"1",1,1,1,1,"F","WHITE","N","Y","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Anaheim","CA","N","Orange","9"
"2",2,2,2,2,"F","WHITE","N","N","Freshman",3.95,"N","N","N","Pacific Coast High School","HS","CRWT","First Time Freshman","Other","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"3",3,3,3,3,"M","WHITE","N","N","Freshman",3.85,"N","N","N",NA,NA,"CMDB","First Time Freshman","Second Year","Diamond Bar","CA","N","Los Angeles","8"
"4",4,4,4,4,"F","ASIAN","N","N","Freshman",3.7,"N","N","N","Irvington High School",NA,"NAUN","First Time Freshman","Third Year","Fremont","CA","N","Alameda","3"
"5",5,5,5,5,"M","MULTI-RACIAL","N","N","Freshman",4.05,"N","N","N",NA,"HS","LLGS","First Time Freshman","Second Year","Perris","CA","Yes","Riverside","7"
"6",6,6,6,6,"F","WHITE","Y","N","Freshman",4.11,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Fontana","CA","N","San Bernardino","7"
"7",7,7,7,7,"M","HISPANIC OR LATINO","N","Y","Freshman",4.1,"N","Y","N","Patriot High School",NA,"NURO","First Time Freshman","Other","Riverside","CA","Yes","Riverside","7"
"8",8,8,8,8,"M","WHITE","N","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Yucaipa","CA","N","San Bernardino","7"
"9",9,9,9,9,"M","WHITE","Y","N","Freshman",3.8,"N","N","N","California Acad Math & Science","HS","PRBS","First Time Freshman","Second Year","Torrance","CA","N","Los Angeles","8"
"10",10,10,10,10,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","GLENDALE","CA","Yes","Other","Other"
"11",11,11,11,11,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.33,"N","Y","N","Fallbrook Union High School","HS","SPN","First Time Freshman","Third Year","Fallbrook","CA","N","Other","Other"
"12",12,12,12,12,"F","HISPANIC OR LATINO","N","Y","Freshman",NA,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Menifee","CA","Yes","Riverside","7"
"13",13,13,13,13,"F","HISPANIC OR LATINO","N","Y","Freshman",3.65,"N","N","N","John W North High School","HS","SPN","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"14",14,14,14,14,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.09,"N","N","N","Arlington High School","HS","POSC","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"15",15,15,15,15,"F","BLACK OR AFRICAN AMERICAN","Y","N","Freshman",3.82,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Anaheim","CA","Yes","Orange","9"
"16",16,16,16,16,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","SOC","First Time Transfer","Incoming Transfer","Riverside","CA","Yes","Riverside","7"
"17",17,17,17,17,"M","ASIAN","N","N","Freshman",3.75,"Y","N","N","Villa Park High School","EN","BIEN","First Time Freshman","Other","Orange","CA","Yes","Orange","9"
"18",18,18,18,18,"M","WHITE","Y","N","Freshman",3,"N","N","N","Mark Keppel High School","HS","PSIA","First Time Freshman","Second Year","Montebello","CA","Yes","Los Angeles","8"
"19",19,19,19,19,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.82,"N","N","N","School History & Dramatic Arts",NA,"MATH","First Time Freshman","Second Year","Los Angeles","CA","N","Los Angeles","8"
"20",20,20,20,20,"M","MULTI-RACIAL","N","N","Freshman",3.56,"N","N","N",NA,NA,"CMDB","First Time Freshman","Third Year","Mission Viejo","CA","Yes","Orange","9"
"21",21,21,21,21,"M","ASIAN","N","Y","Freshman",4.1,"N","N","N",NA,"EN","ELEN","First Time Freshman","First Year","Yucaipa","CA","N","San Bernardino","7"
"22",22,22,22,22,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"HS","ANTH","First Time Transfer","Incoming Transfer","Whittier","CA","N","Los Angeles","8"
"23",23,23,23,23,"F","WHITE","N","Y","Freshman",4.22,"N","N","N",NA,"EN","BEBM","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"24",24,24,24,24,"F","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",4,"N","Y","N","Upland High School","BU","BSAD","First Time Freshman","Other","Upland","CA","N","San Bernardino","7"
"25",25,25,25,25,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Porterville","CA","N","Tulare","6"
"26",26,26,26,26,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.12,"N","N","N",NA,NA,"BIOL","First Time Freshman","Third Year","Pomona","CA","Yes","Los Angeles","8"
"27",27,27,27,27,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,NA,"BCH","First Time Transfer","Incoming Transfer","Moreno Valley","CA","N","Riverside","7"
"28",28,28,28,28,"M","HISPANIC OR LATINO","N","N","Freshman",4.14,"N","N","N","Notre Dame High School",NA,"NURO","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"29",29,29,29,29,"M","ASIAN","N","N","Freshman",4.04,"N","N","N","San Clemente High School",NA,"BIOL","First Time Freshman","Second Year","San Clemente","CA","Yes","Orange","9"
"30",30,30,30,30,"F","WHITE","N","Y","Freshman",4,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"31",31,31,31,31,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.23,"N","N","N",NA,"HS","POSC","First Time Freshman","Second Year","Fremont","CA","N","Alameda","3"
"32",32,32,32,32,"M","WHITE","Y","N","Transfer",NA,"N","N","N",NA,NA,"CMDB","First Time Transfer","Incoming Transfer","Whitewater","CA","N","Other","Other"
"33",33,33,33,33,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.73,"N","N","N","Chino High School","HS","PBPL","First Time Freshman","Third Year","Ontario","CA","N","San Bernardino","7"
"34",34,34,34,34,"F","HISPANIC OR LATINO","Y","N","Freshman",3.96,"N","N","N",NA,NA,"ENSC","First Time Freshman","First Year","Los Angeles","CA","N","Los Angeles","8"
"35",35,35,35,35,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Riverside","CA","Yes","Riverside","7"
"36",36,36,36,36,"M","ASIAN","N","N","Freshman",3.54,"N","N","N",NA,"HS","PSYC","First Time Freshman","Second Year","La Mirada","CA","Yes","Los Angeles","8"
"37",37,37,37,37,"F","HISPANIC OR LATINO","N","N","Freshman",4.09,"N","N","N","University Preparatory",NA,"MCBL","First Time Freshman","Second Year","Hesperia","CA","N","San Bernardino","7"
"38",38,38,38,38,"F","HISPANIC OR LATINO","N","N","Freshman",3.96,"Y","N","N","Los Osos High School","HS","SOC","First Time Freshman","Other","Alta Loma","CA","Yes","Other","Other"
"39",39,39,39,39,"M","HISPANIC OR LATINO","Y","N","Freshman",3.95,"N","N","N",NA,"HS","GBST","First Time Freshman","First Year","Los Angeles","CA","Yes","Los Angeles","8"
"40",40,40,40,40,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"HS","POSC","First Time Transfer","Incoming Transfer","Costa Mesa","CA","Yes","Orange","9"
"41",41,41,41,41,"M","ASIAN","Y","Y","Freshman",3.68,"N","N","N","San Marcos High School",NA,"NURO","First Time Freshman","Second Year","San Marcos","CA","N","San Diego","10"
"42",42,42,42,42,"M","NON-RESIDENT ALIEN","N","N","Freshman",3.87,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Kodaikanal","Out-Of-State","Yes","Other","Other"
"43",43,43,43,43,"M","WHITE","N","Y","Freshman",3.9,"N","N","N",NA,"EN","MCEN","First Time Freshman","First Year","American Canyon","CA","N","Napa","2"
"44",44,44,44,44,"F","HISPANIC OR LATINO","N","N","Freshman",3.91,"N","N","N",NA,NA,"CHEM","First Time Freshman","First Year","Santa Monica","CA","N","Los Angeles","8"
"45",45,45,45,45,"F","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",4,"N","N","N","Paraclete High School",NA,"NAUN","First Time Freshman","Second Year","Palmdale","CA","N","Los Angeles","8"
"46",46,46,46,46,"F","WHITE","N","N","Transfer",NA,"N","N","N",NA,"Other","ESHD","First Time Transfer","Incoming Transfer","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"47",47,47,47,47,"M","ASIAN","N","N","Transfer",NA,"N","N","N","Santa Monica College","HS","ENGL","First Time Transfer","Other","Culver City","CA","Yes","Los Angeles","8"
"48",48,48,48,48,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.63,"N","N","N","Savanna High School","HS","ART","First Time Freshman","Other","Anaheim","CA","Yes","Orange","9"
"49",49,49,49,49,"M","ASIAN","N","Y","Freshman",3.87,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Granada Hills","CA","Yes","Other","Other"
"50",50,50,50,50,"F","WHITE","N","N","Freshman",NA,"N","N","N",NA,"Other","ESHD","First Time Freshman","First Year","Simi Valley","CA","N","Ventura","5"
"51",51,51,51,51,"M","ASIAN","N","Y","Freshman",4.16,"Y","N","N",NA,NA,"BIOL","First Time Freshman","First Year","San Jose","CA","N","Santa Clara","3"
"52",52,52,52,52,"M","HISPANIC OR LATINO","N","Y","Freshman",3.97,"Y","N","N",NA,NA,"BCH","First Time Freshman","First Year","Fresno","CA","N","Fresno","6"
"53",53,53,53,53,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.54,"N","N","N","Oxnard High School",NA,"NURO","First Time Freshman","Other","Port Hueneme","CA","Yes","Ventura","5"
"54",54,54,54,54,"F","WHITE","Y","Y","Freshman",NA,"N","N","N","Fountain Valley High School",NA,"BIOL","First Time Freshman","First Year","Huntington Beach","CA","Yes","Orange","9"
"55",55,55,55,55,"M","ASIAN","Y","Y","Freshman",3.55,"N","N","N","Walnut High School",NA,"BIOL","First Time Freshman","Third Year","West Covina","CA","N","Los Angeles","8"
"56",56,56,56,56,"F","WHITE","N","Y","Transfer",NA,"N","N","N","Riverside City College","HS","ENGL","First Time Transfer","Other","Crestline","CA","Yes","Other","Other"
"57",57,57,57,57,"M","ASIAN","Y","Y","Freshman",4.08,"N","N","N","Arlington High School",NA,"BIOL","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"58",58,58,58,58,"M","ASIAN","N","N","Freshman",4.04,"N","N","N","Mt Carmel High School","EN","MCEN","First Time Freshman","Second Year","San Diego","CA","Yes","San Diego","10"
"59",59,59,59,59,"F","HISPANIC OR LATINO","Y","N","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Orange","CA","Yes","Orange","9"
"60",60,60,60,60,"F","WHITE","N","N","Freshman",3.4,"N","N","N","Santa Margarita Catholic Hs","EN","MCEN","First Time Freshman","Second Year","Ladera Ranch","CA","N","Other","Other"
"61",61,61,61,61,"M","ASIAN","N","Y","Freshman",4.21,"N","N","Y",NA,NA,"BIOL","First Time Freshman","First Year","Yorba Linda","CA","Yes","Orange","9"
"62",62,62,62,62,"M","HISPANIC OR LATINO","N","Y","Freshman",NA,"N","N","N",NA,"HS","HIST","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"63",63,63,63,63,"F","HISPANIC OR LATINO","Y","N","Freshman",4.25,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Santee","CA","N","San Diego","10"
"64",64,64,64,64,"M","ASIAN","N","N","Freshman",NA,"N","N","N","Irvington High School",NA,"NURO","First Time Freshman","Second Year","Fremont","CA","Yes","Alameda","3"
"65",65,65,65,65,"M","WHITE","N","N","Transfer",NA,"N","N","N","Riverside City College","BU","BSAD","First Time Transfer","Other","Moreno Valley","CA","N","Riverside","7"
"66",66,66,66,66,"M","WHITE","Y","Y","Freshman",4.08,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Highland","CA","Yes","San Bernardino","7"
"67",67,67,67,67,"M","HISPANIC OR LATINO","N","N","Freshman",3.95,"N","Y","N","Troy High School","EN","BIEN","First Time Freshman","Third Year","Walnut","CA","N","Los Angeles","8"
"68",68,68,68,68,"F","WHITE","N","N","Freshman",4,"N","N","N","West Ranch High School",NA,"CHEM","First Time Freshman","Third Year","Stevenson Ranch","CA","Yes","Other","Other"
"69",69,69,69,69,"M","HISPANIC OR LATINO","N","Y","Freshman",4,"N","N","N","Hemet High School",NA,"BIOL","First Time Freshman","Second Year","Hemet","CA","N","Riverside","7"
"70",70,70,70,70,"F","HISPANIC OR LATINO","Y","N","Freshman",4.4,"Y","N","N",NA,NA,"BCH","First Time Freshman","Second Year","Corona","CA","N","Riverside","7"
"71",71,71,71,71,"F","ASIAN","Y","N","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","Redlands","CA","Yes","San Bernardino","7"
"72",72,72,72,72,"M","WHITE","N","Y","Freshman",NA,"N","N","N",NA,NA,"CMDB","First Time Freshman","First Year","Redlands","CA","N","San Bernardino","7"
"73",73,73,73,73,"F","MULTI-RACIAL","N","N","Freshman",3.45,"N","N","N",NA,"HS","CRWT","First Time Freshman","Third Year","Irvine","CA","N","Orange","9"
"74",74,74,74,74,"F","WHITE","N","Y","Freshman",3.94,"N","N","N","Diamond Ranch High School","HS","TFDP","First Time Freshman","Second Year","Diamond Bar","CA","N","Los Angeles","8"
"75",75,75,75,75,"F","HISPANIC OR LATINO","N","N","Freshman",3.9,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","Riverside","CA","Yes","Riverside","7"
"76",76,76,76,76,"M","WHITE","N","Y","Freshman",3.92,"Y","N","N",NA,"HS","PBPL","First Time Freshman","First Year","Manhattan Beach","CA","N","Los Angeles","8"
"77",77,77,77,77,"M","WHITE","N","N","Freshman",3.87,"N","N","N","De La Salle High School","EN","ELEN","First Time Freshman","Second Year","Pittsburg","CA","Yes","Contra Costa","3"
"78",78,78,78,78,"F","HISPANIC OR LATINO","Y","N","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Hemet","CA","N","Riverside","7"
"79",79,79,79,79,"M","HISPANIC OR LATINO","Y","N","Freshman",3.76,"N","N","N",NA,NA,"NURO","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"80",80,80,80,80,"F","HISPANIC OR LATINO","N","Y","Freshman",3.25,"N","N","N","Hesperia High School","HS","DNCE","First Time Freshman","Third Year","Hesperia","CA","N","San Bernardino","7"
"81",81,81,81,81,"F","HISPANIC OR LATINO","N","N","Freshman",4.29,"N","Y","N",NA,"EN","BIEN","First Time Freshman","First Year","Hesperia","CA","Yes","San Bernardino","7"
"82",82,82,82,82,"F","WHITE","N","N","Transfer",NA,"N","N","N","Riverside City College","HS","ENGL","First Time Transfer","Other","Riverside","CA","Yes","Riverside","7"
"83",83,83,83,83,"M","HISPANIC OR LATINO","N","Y","Freshman",3.96,"N","N","N",NA,"EN","MCEN","First Time Freshman","First Year","Torrance","CA","N","Los Angeles","8"
"84",84,84,84,84,"F","HISPANIC OR LATINO","N","N","Freshman",3.82,"N","N","N",NA,"HS","SCAT","First Time Freshman","First Year","Pico Rivera","CA","N","Los Angeles","8"
"85",85,85,85,85,"F","WHITE","N","N","Freshman",3.53,"N","N","N","Westview High School",NA,"MCBL","First Time Freshman","Second Year","San Diego","CA","N","San Diego","10"
"86",86,86,86,86,"F","WHITE","N","N","Freshman",4.16,"N","Y","N","Alta Loma High School",NA,"MTSS","First Time Freshman","Other","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"87",87,87,87,87,"F","ASIAN","N","N","Freshman",4,"N","N","N",NA,NA,"BIOL","First Time Freshman","Third Year","La Palma","CA","Yes","Orange","9"
"88",88,88,88,88,"F","ASIAN","N","Y","Other",4,"N","Y","N","India","EN","BIEN","First Time Freshman","Other","Yorba Linda","CA","Yes","Orange","9"
"89",89,89,89,89,"F","ASIAN","N","N","Freshman",3.59,"N","N","N","Oak Park High School",NA,"BIOL","First Time Freshman","Third Year","Calabasas","CA","N","Los Angeles","8"
"90",90,90,90,90,"F","ASIAN","N","N","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Diamond Bar","CA","Yes","Los Angeles","8"
"91",91,91,91,91,"M","MULTI-RACIAL","N","N","Freshman",3.95,"Y","N","N",NA,NA,"NURO","First Time Freshman","Third Year","La Habra","CA","Yes","Orange","9"
"92",92,92,92,92,"M","WHITE","N","N","Freshman",4.21,"N","N","Y","Troy High School",NA,"NURO","First Time Freshman","Second Year","La Habra","CA","Yes","Orange","9"
"93",93,93,93,93,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.85,"N","N","N","John W North High School","HS","SOC","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"94",94,94,94,94,"F","HISPANIC OR LATINO","N","N","Freshman",4,"N","N","N","Etiwanda High School","HS","PSYC","First Time Freshman","Third Year","Fontana","CA","Yes","San Bernardino","7"
"95",95,95,95,95,"M","HISPANIC OR LATINO","N","N","Freshman",3.44,"N","N","N","Estancia High School","HS","ENGL","First Time Freshman","Third Year","Costa Mesa","CA","N","Orange","9"
"96",96,96,96,96,"F","MULTI-RACIAL","N","N","Freshman",4.31,"Y","N","N","Martin Luther King High School","EN","CHEN","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"97",97,97,97,97,"F","WHITE","N","N","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Temecula","CA","Yes","Riverside","7"
"98",98,98,98,98,"M","WHITE","N","Y","Freshman",NA,"N","N","Y",NA,"EN","CHBM","First Time Freshman","First Year","Alta Loma","CA","Yes","Other","Other"
"99",99,99,99,99,"F","MULTI-RACIAL","N","N","Freshman",4.29,"N","Y","N","Frontier High School",NA,"BIOL","First Time Freshman","Other","Bakersfield","CA","Yes","Kern","6"
"100",100,100,100,100,"F","WHITE","N","N","Freshman",4.4,"N","Y","N","Yorba Linda High School",NA,"BIOL","First Time Freshman","Other","Chino Hills","CA","Yes","San Bernardino","7"
"101",101,101,101,101,"M","MULTI-RACIAL","N","Y","Freshman",3.9,"N","N","N",NA,NA,"BCH","First Time Freshman","Second Year","Torrance","CA","N","Los Angeles","8"
"102",102,102,102,102,"M","MULTI-RACIAL","N","Y","Freshman",4.29,"N","N","Y",NA,NA,"BIOL","First Time Freshman","First Year","Valencia","CA","Yes","Other","Other"
"103",103,103,103,103,"F","WHITE","N","N","Transfer",NA,"N","N","N","Palomar College",NA,"BIOL","First Time Transfer","Incoming Transfer","Wildomar","CA","Yes","Riverside","7"
"104",104,104,104,104,"M","WHITE","N","Y","Freshman",4.21,"N","N","N",NA,"EN","MCEN","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"105",105,105,105,105,"F","HISPANIC OR LATINO","Y","N","Freshman",4.11,"N","N","N",NA,"Other","ESHD","First Time Freshman","First Year","Moreno Valley","CA","Yes","Riverside","7"
"106",106,106,106,106,"M","WHITE","N","N","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Sun City","CA","N","Other","Other"
"107",107,107,107,107,"M","ASIAN","Y","Y","Freshman",3.35,"N","N","N","Mark Keppel High School","HS","GBST","First Time Freshman","Other","Monterey Park","CA","N","Los Angeles","8"
"108",108,108,108,108,"F","WHITE","N","N","Freshman",3.64,"N","N","N","Diamond Bar High School",NA,"BCH","First Time Freshman","Second Year","Diamond Bar","CA","N","Los Angeles","8"
"109",109,109,109,109,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","SOC","First Time Transfer","Incoming Transfer","Hemet","CA","N","Riverside","7"
"110",110,110,110,110,"F","HISPANIC OR LATINO","N","Y","Freshman",3.88,"N","N","N",NA,NA,"ENTM","First Time Freshman","First Year","Mission Viejo","CA","Yes","Orange","9"
"111",111,111,111,111,"F","BLACK OR AFRICAN AMERICAN","Y","Y","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","Riverside","CA","Yes","Riverside","7"
"112",112,112,112,112,"F","ASIAN","N","N","Transfer",NA,"N","N","N",NA,NA,"CMDB","First Time Transfer","Incoming Transfer","Cypress","CA","N","Orange","9"
"113",113,113,113,113,"F","HISPANIC OR LATINO","Y","N","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","Montclair","CA","Yes","San Bernardino","7"
"114",114,114,114,114,"F","WHITE","N","N","Freshman",3.9,"N","N","N","Notre Dame High School","HS","PSYC","First Time Freshman","Other",NA,"Out-Of-State","Yes","Other","Other"
"115",115,115,115,115,"F","WHITE","N","Y","Freshman",3.95,"N","N","N","River Springs Charter School","BU","BSAD","First Time Freshman","Other","Jurupa Valley","CA","N","Riverside","7"
"116",116,116,116,116,"F","HISPANIC OR LATINO","Y","N","Freshman",3.86,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Palmdale","CA","Yes","Los Angeles","8"
"117",117,117,117,117,"F","HISPANIC OR LATINO","N","N","Freshman",4.1,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"118",118,118,118,118,"M","HISPANIC OR LATINO","N","Y","Freshman",4.05,"Y","N","N","American High School","HS","LLLN","First Time Freshman","Third Year","Fremont","CA","N","Alameda","3"
"119",119,119,119,119,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.4,"N","Y","N",NA,NA,"NAUL","First Time Freshman","First Year","Chula Vista","CA","N","San Diego","10"
"120",120,120,120,120,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.92,"N","N","N",NA,"EN","CHEN","First Time Freshman","First Year","Montebello","CA","N","Los Angeles","8"
"121",121,121,121,121,"F","HISPANIC OR LATINO","N","Y","Freshman",4.27,"N","Y","N","Santiago High School",NA,"BIOL","First Time Freshman","Other","Corona","CA","Yes","Riverside","7"
"122",122,122,122,122,"F","ASIAN","N","N","Freshman",3.96,"Y","N","N","La Canada High School","EN","ENCS","First Time Freshman","Second Year","La Canada","CA","Yes","Other","Other"
"123",123,123,123,123,"F","HISPANIC OR LATINO","N","Y","Freshman",4.13,"N","Y","N",NA,"EN","BEBM","First Time Freshman","First Year","Moreno Valley","CA","Yes","Riverside","7"
"124",124,124,124,124,"F","HISPANIC OR LATINO","N","Y","Freshman",4,"N","N","N",NA,"HS","HSUN","First Time Freshman","First Year","Chula Vista","CA","N","San Diego","10"
"125",125,125,125,125,"F","HISPANIC OR LATINO","Y","N","Freshman",4.13,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Hemet","CA","N","Riverside","7"
"126",126,126,126,126,"F","MULTI-RACIAL","N","Y","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Downey","CA","N","Los Angeles","8"
"127",127,127,127,127,"F","HISPANIC OR LATINO","Y","N","Freshman",3.81,"N","N","N",NA,"HS","PBPL","First Time Freshman","First Year","Bakersfield","CA","N","Kern","6"
"128",128,128,128,128,"F","HISPANIC OR LATINO","N","N","Freshman",4.1,"N","N","N","Riverside Poly High School",NA,"BIOL","First Time Freshman","Third Year","Perris","CA","Yes","Riverside","7"
"129",129,129,129,129,"F","WHITE","Y","Y","Freshman",NA,"Y","N","N",NA,"HS","TFDP","First Time Freshman","Second Year","San Pedro","CA","N","Other","Other"
"130",130,130,130,130,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.2,"N","Y","N","Arlington High School",NA,"NURO","First Time Freshman","Other","Riverside","CA","N","Riverside","7"
"131",131,131,131,131,"F","HISPANIC OR LATINO","Y","N","Freshman",4,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"132",132,132,132,132,"M","HISPANIC OR LATINO","N","Y","Freshman",4.33,"N","Y","N","Joseph A Gregori High School","EN","CHEN","First Time Freshman","Other","Salida","CA","Yes","Other","Other"
"133",133,133,133,133,"F","HISPANIC OR LATINO","Y","N","Freshman",4.04,"N","N","N",NA,"HS","LBST","First Time Freshman","First Year","Bloomington","CA","N","Other","Other"
"134",134,134,134,134,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.27,"Y","N","N","Valencia High School",NA,"NURO","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"135",135,135,135,135,"F","ASIAN","N","N","Freshman",4.08,"N","N","N","Riverside Poly High School",NA,"BIOL","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"136",136,136,136,136,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.04,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Sylmar","CA","N","Other","Other"
"137",137,137,137,137,"F","HISPANIC OR LATINO","N","N","Freshman",3.76,"N","N","N","Paloma Valley High School","HS","PSYC","First Time Freshman","Second Year","Menifee","CA","Yes","Riverside","7"
"138",138,138,138,138,"N","ASIAN","N","Y","Freshman",4,"N","N","N",NA,"HS","ECON","First Time Freshman","First Year","Burbank","CA","N","Los Angeles","8"
"139",139,139,139,139,"F","HISPANIC OR LATINO","Y","Y","Freshman",4,"N","N","N","Hilda L Solis Learning Acdmy","HS","LING","First Time Freshman","Second Year","Los Angeles","CA","Yes","Los Angeles","8"
"140",140,140,140,140,"F","HISPANIC OR LATINO","Y","N","Freshman",3.87,"N","N","N",NA,"HS","SOC","First Time Freshman","First Year","West Covina","CA","N","Los Angeles","8"
"141",141,141,141,141,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"HS","NTST","First Time Transfer","Incoming Transfer","Menifee","CA","Yes","Riverside","7"
"142",142,142,142,142,"F","ASIAN","N","N","Freshman",3.89,"Y","N","N","West High School",NA,"BCH","First Time Freshman","Other","Torrance","CA","N","Los Angeles","8"
"143",143,143,143,143,"M","ASIAN","N","N","Freshman",3.79,"N","N","N","Mills High School",NA,"BIOL","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"144",144,144,144,144,"F","ASIAN","N","Y","Freshman",3.86,"Y","N","N",NA,NA,"MCBL","First Time Freshman","First Year","Fremont","CA","N","Alameda","3"
"145",145,145,145,145,"M","ASIAN","N","Y","Freshman",3.91,"N","N","N",NA,"EN","CSBM","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"146",146,146,146,146,"M","WHITE","N","N","Transfer",NA,"N","N","N",NA,"EN","MCEN","First Time Transfer","Incoming Transfer","Bakersfield","CA","N","Kern","6"
"147",147,147,147,147,"F","WHITE","N","Y","Freshman",4.04,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Visalia","CA","Yes","Tulare","6"
"148",148,148,148,148,"F","ASIAN","Y","Y","Freshman",3.85,"N","N","N",NA,"HS","LING","First Time Freshman","First Year","Murrieta","CA","N","Riverside","7"
"149",149,149,149,149,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.24,"N","N","N",NA,"HS","TFDP","First Time Freshman","Second Year","Artesia","CA","N","Los Angeles","8"
"150",150,150,150,150,"F","ASIAN","Y","N","Freshman",3.3,"N","N","N","Diamond Bar High School","BU","BSAD","First Time Freshman","Other","Rowland Heights","CA","Yes","Other","Other"
"151",151,151,151,151,"F","NON-RESIDENT ALIEN","N","Y","Freshman",4,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Hangzhou","Out-Of-State","N","Other","Other"
